500 125000
270 218 15
238 376 5
358 118 11
8 60 3
88 146 13
382 185 14
259 414 9
203 69 8
16 160 14
483 51 16
364 434 11
480 103 1
228 352 11
196 57 5
19 341 17
11 219 7
205 113 1
142 351 10
3 122 13
267 181 13
180 129 8
19 302 10
25 351 4
52 168 4
86 106 14
282 276 10
494 269 12
162 277 14
49 268 3
172 416 20
65 249 9
76 77 5
93 241 6
414 97 19
356 411 13
123 202 2
484 456 8
328 490 11
284 158 2
377 366 18
233 458 11
262 155 8
196 208 14
150 465 20
231 203 8
148 195 17
315 352 3
494 464 1
483 36 16
438 68 3
370 285 13
61 444 15
271 123 19
193 434 5
220 247 1
370 243 19
171 438 5
216 136 7
96 132 6
360 192 17
253 452 7
347 62 20
25 168 7
236 253 18
469 381 7
75 316 7
429 491 12
152 48 4
237 241 19
16 251 17
356 355 4
146 446 1
398 426 15
118 453 7
291 481 1
28 189 5
438 427 14
262 426 12
58 197 13
333 94 20
70 482 5
305 81 7
485 277 9
442 267 12
184 262 6
300 77 10
338 190 3
256 322 17
285 467 6
466 231 13
163 467 19
221 413 4
14 180 15
191 240 19
340 0 13
337 65 13
29 378 1
123 366 19
24 5 7
73 117 10
393 262 12
215 220 13
206 286 4
183 451 17
266 155 16
148 489 18
411 448 1
29 282 20
419 454 10
488 231 11
495 162 2
69 11 12
233 271 1
425 128 16
460 140 5
323 244 13
30 373 13
314 129 20
78 304 1
472 54 15
330 284 13
22 40 1
351 324 12
246 494 17
251 457 11
337 320 15
292 145 12
154 71 19
480 308 9
270 141 7
325 370 11
357 101 12
474 221 11
441 98 20
297 421 14
206 156 11
153 427 7
412 107 15
21 286 5
38 315 18
145 195 1
288 489 1
354 485 5
471 177 13
49 177 15
287 16 9
321 5 2
234 77 13
80 367 16
453 274 7
223 79 15
216 2 10
70 187 16
449 17 8
64 454 13
450 327 11
271 222 5
479 251 13
345 159 8
234 360 18
446 210 15
40 492 18
204 36 16
24 137 19
295 83 13
298 464 2
154 452 8
246 129 17
204 105 7
363 227 19
350 76 15
342 459 10
243 282 5
331 493 10
475 262 2
348 73 2
409 70 17
399 226 6
417 186 8
317 79 15
453 367 16
350 238 19
60 7 7
474 26 19
32 218 16
412 307 12
220 351 6
486 443 15
199 79 14
29 227 12
320 283 20
118 279 6
65 291 5
334 3 1
339 26 15
473 249 3
86 221 8
207 466 11
288 13 5
104 315 14
140 171 2
358 434 11
41 252 14
393 17 17
157 61 14
403 440 18
25 309 6
226 147 14
306 33 16
263 112 6
386 19 7
50 95 8
96 397 2
474 315 10
437 171 13
24 150 16
114 63 10
171 359 8
425 222 5
159 437 8
309 392 7
46 203 3
183 150 18
57 215 17
317 150 10
262 50 17
242 415 3
486 415 20
268 384 17
328 251 11
67 454 5
108 7 16
208 281 16
390 27 7
336 184 11
361 308 15
455 322 20
151 385 7
257 219 5
354 390 7
227 493 3
38 395 1
326 131 12
314 174 18
324 222 3
402 193 6
97 435 5
396 251 7
218 356 9
296 223 19
390 163 12
84 497 5
311 157 19
478 358 7
121 387 14
320 124 13
112 324 15
156 264 7
314 426 3
488 124 20
29 235 14
47 223 10
388 107 12
100 253 16
160 426 17
137 60 15
180 454 3
232 369 1
196 430 6
366 461 6
271 141 3
188 87 18
416 207 8
60 220 15
115 86 13
188 115 4
464 493 17
51 171 12
77 447 2
401 321 14
78 12 4
452 161 18
449 147 6
211 153 5
94 433 17
195 428 19
296 338 1
273 423 16
223 240 19
51 239 6
368 477 13
304 88 16
130 494 16
477 479 10
499 166 2
466 462 17
487 496 8
165 338 3
255 291 14
348 56 15
307 37 3
324 143 14
458 45 2
408 28 13
227 57 14
415 486 15
439 413 15
291 41 4
487 231 1
326 26 20
296 30 10
396 123 19
374 461 18
317 281 5
166 482 8
424 489 18
9 358 14
141 163 9
364 194 8
229 263 13
11 409 19
416 200 3
308 438 6
8 203 10
468 493 7
337 284 17
415 207 11
493 151 4
433 242 4
307 450 19
150 175 12
84 341 4
445 175 2
108 381 5
145 208 4
357 328 5
444 273 18
447 341 3
76 455 11
364 377 16
225 402 14
203 427 7
192 6 10
203 420 2
372 198 1
477 471 8
55 119 12
367 113 13
336 125 9
374 13 8
384 116 8
448 265 16
123 436 19
178 360 3
283 246 11
139 337 12
118 425 2
419 418 20
343 270 3
333 116 14
392 206 15
166 24 18
34 35 16
413 314 15
354 39 8
461 82 16
180 159 7
331 432 8
37 293 12
165 327 11
441 304 9
162 340 14
65 481 3
143 401 3
227 191 15
292 13 4
296 219 20
385 249 8
52 296 3
437 92 12
298 429 12
79 37 7
112 273 13
313 115 3
20 379 18
68 275 7
392 233 6
466 267 14
90 417 18
454 469 13
31 487 15
60 179 2
217 457 5
243 278 9
282 23 13
345 231 16
402 99 18
435 288 12
253 3 20
403 431 15
3 489 5
499 436 1
199 74 15
252 358 3
221 258 2
21 30 17
483 447 15
428 211 11
90 242 17
23 236 9
280 24 10
477 414 12
183 433 17
318 258 6
255 421 14
9 6 3
419 258 8
109 457 14
44 225 7
352 233 1
271 419 10
157 378 8
466 204 11
221 288 7
342 214 18
464 203 9
40 48 5
208 422 5
164 239 15
463 114 1
56 244 10
119 202 19
133 226 18
91 75 4
453 84 6
80 131 7
276 273 5
287 5 12
5 222 11
489 452 5
23 195 2
171 294 6
274 93 19
291 149 11
96 125 17
280 367 13
37 374 8
128 380 13
275 48 15
483 73 18
171 334 8
16 210 5
491 166 20
479 21 12
377 212 5
120 477 7
218 120 8
224 75 2
12 453 13
48 120 19
41 183 4
246 429 1
476 479 20
414 174 7
49 281 3
78 498 13
296 432 1
219 499 12
319 470 1
210 217 20
313 295 5
81 437 14
244 438 20
245 318 2
285 208 18
124 29 4
136 487 7
359 277 9
401 341 14
66 367 11
56 6 17
327 420 12
259 154 12
444 367 19
493 216 20
418 13 19
323 419 7
81 380 6
197 482 10
359 195 4
332 29 14
319 289 1
464 10 14
191 429 20
15 350 15
68 312 9
219 180 13
328 270 2
160 128 15
282 376 15
85 477 6
257 490 11
477 285 8
110 300 13
254 130 14
382 457 8
50 3 15
256 499 15
78 413 8
446 172 17
238 312 15
71 119 8
488 426 6
76 10 2
167 270 4
407 142 3
8 73 9
302 449 3
133 118 14
122 86 7
405 270 18
147 202 15
334 5 13
94 182 4
408 82 7
320 235 18
57 428 10
279 236 20
398 452 17
48 374 8
20 296 19
157 263 5
315 396 7
188 279 2
296 216 11
479 459 5
295 354 19
180 199 14
104 67 18
339 408 7
244 84 10
392 390 9
16 142 5
408 333 6
185 138 8
15 498 13
311 323 7
446 304 2
356 280 8
226 69 18
330 171 16
372 289 2
297 307 10
79 453 18
407 270 5
178 171 17
349 268 18
123 363 1
108 101 14
385 354 3
87 454 16
110 363 7
496 250 6
243 366 4
58 207 10
248 18 9
496 170 10
464 321 12
219 98 5
328 263 2
257 416 8
484 98 14
309 422 1
217 357 18
322 392 3
424 441 8
318 62 3
304 280 4
17 356 17
277 1 8
298 131 18
97 99 12
242 378 15
331 430 17
53 447 9
402 468 8
220 416 5
93 99 18
68 477 1
223 314 4
197 237 15
90 409 7
71 403 4
423 44 9
336 312 10
159 219 19
282 139 5
140 74 13
368 253 19
361 336 11
401 446 18
252 63 7
417 276 3
59 361 12
221 385 16
431 241 7
388 79 9
12 24 6
295 35 20
372 368 12
92 449 3
485 487 12
37 170 11
391 352 14
2 86 8
87 449 4
190 203 8
363 235 10
177 142 19
55 62 8
478 311 10
424 326 6
431 239 17
81 394 17
290 312 7
379 373 12
138 167 3
134 149 5
405 368 7
221 480 9
405 295 5
359 178 15
329 416 4
313 107 17
84 392 20
197 438 20
323 119 3
119 486 16
161 182 18
120 148 1
63 252 11
281 8 12
173 298 4
167 0 4
91 120 12
457 164 12
354 464 10
357 61 16
347 43 20
413 244 5
201 142 16
364 373 3
261 69 3
415 38 1
254 279 9
332 182 14
363 1 4
297 76 17
290 122 20
220 155 12
118 223 11
165 344 3
123 47 10
469 458 17
499 234 1
160 28 13
452 70 13
243 351 16
351 45 17
21 32 20
284 72 1
386 295 15
485 260 19
238 34 18
439 485 7
480 470 12
318 204 11
408 77 6
264 349 9
21 230 18
212 59 1
399 425 1
390 304 3
101 295 12
349 21 18
221 56 12
237 100 3
65 406 15
91 394 6
115 50 11
288 385 18
26 174 12
498 174 18
148 378 14
214 207 3
445 196 11
157 304 15
172 359 6
8 442 7
148 407 1
329 265 8
47 327 17
451 394 15
32 153 15
310 85 1
77 108 4
50 89 14
59 349 15
253 61 11
298 371 19
495 92 9
221 136 6
151 478 6
28 171 5
488 433 10
373 478 13
464 63 8
360 74 1
238 202 6
371 102 11
481 393 10
311 377 10
255 38 10
443 245 8
230 180 16
437 253 4
134 91 3
418 196 2
363 204 12
66 467 20
132 338 7
470 19 18
398 455 7
13 444 3
303 117 15
296 255 7
206 91 20
267 315 6
21 359 10
40 441 5
317 459 15
10 173 8
168 320 12
327 244 8
34 212 19
362 234 2
142 343 13
159 463 7
336 9 15
115 26 14
409 212 14
468 111 10
266 317 1
216 20 19
65 284 4
74 28 11
175 59 2
281 432 4
419 372 16
377 386 6
228 29 3
285 444 15
366 175 8
208 88 6
361 147 1
471 345 2
440 28 13
301 77 6
99 26 6
302 293 3
170 182 13
43 235 10
388 285 9
453 201 14
433 67 14
211 114 3
162 389 7
282 201 9
270 195 7
468 460 18
385 261 20
461 452 17
147 229 4
355 44 17
432 314 17
238 214 9
167 358 20
453 106 1
90 479 13
487 319 19
72 456 1
129 456 4
260 257 3
72 238 1
419 154 6
219 236 19
6 4 14
179 141 3
219 101 20
499 180 18
264 6 16
332 84 2
194 62 5
14 268 15
139 18 3
22 350 11
338 393 2
440 399 6
464 375 5
106 27 16
434 427 19
136 459 10
239 469 7
481 357 19
392 213 20
471 249 7
11 268 15
43 240 9
110 121 14
379 47 4
261 100 4
330 118 4
487 427 2
15 187 15
385 365 4
168 278 12
75 17 9
3 126 14
470 415 19
259 137 17
22 8 7
295 426 11
211 107 5
494 72 15
98 28 19
288 26 12
329 23 2
157 397 2
426 237 9
292 340 1
368 497 5
381 307 15
107 123 9
84 201 8
19 200 18
315 160 2
65 270 6
165 24 4
431 396 7
223 262 12
185 27 8
280 270 3
344 411 4
333 292 14
19 151 8
46 486 20
141 342 16
268 142 4
319 468 10
340 363 16
147 495 12
271 314 9
423 460 10
105 380 10
319 275 6
35 345 2
462 355 5
59 378 20
386 385 18
385 444 20
264 491 12
102 80 16
160 479 10
489 482 17
329 291 14
358 245 20
2 26 8
346 42 11
339 150 5
456 14 16
0 54 5
208 481 18
354 301 6
140 188 1
212 478 9
491 47 10
331 385 5
125 368 10
367 182 14
452 443 20
204 155 9
131 480 2
413 87 2
340 399 5
83 216 4
114 91 16
113 208 5
174 467 1
17 90 10
272 375 4
409 496 20
498 254 7
170 274 20
440 188 6
118 130 12
206 243 3
90 77 6
16 35 18
282 21 19
305 212 5
162 111 19
31 138 8
121 481 13
231 426 1
471 392 1
485 11 19
269 121 11
214 467 15
261 454 17
384 263 3
132 10 1
76 68 20
445 255 19
214 223 13
399 255 1
391 135 16
313 423 7
209 210 6
294 356 16
66 187 6
499 476 15
417 260 1
477 58 2
494 31 19
402 322 13
236 186 18
490 23 19
254 392 8
233 106 16
48 23 12
262 95 19
445 392 6
38 70 9
332 155 20
230 121 20
278 461 11
21 413 2
437 441 9
497 387 20
81 142 11
40 114 7
463 192 1
165 295 7
475 256 13
71 410 10
91 385 18
218 107 2
479 120 5
124 211 1
154 335 2
487 73 12
124 485 2
253 141 4
155 83 2
338 40 8
394 211 1
403 229 17
497 278 17
381 138 4
125 279 14
296 302 11
175 243 15
480 419 5
206 235 20
377 278 19
360 464 17
227 452 4
177 305 12
144 376 1
166 275 6
0 388 3
314 333 5
315 141 7
342 113 1
88 19 17
270 237 17
462 285 16
350 255 20
403 374 18
29 377 8
382 485 7
347 354 16
338 373 10
186 271 6
37 359 12
69 32 20
408 104 12
200 364 17
199 219 1
287 139 15
9 191 17
291 109 11
372 423 14
392 246 10
341 427 10
68 249 11
332 471 18
235 441 9
139 263 7
491 379 16
474 447 20
378 142 14
158 296 1
406 336 4
221 264 12
163 300 20
485 457 7
47 100 18
147 164 11
281 276 13
278 457 1
207 164 9
134 390 8
470 334 1
349 9 8
124 379 2
34 320 16
482 401 20
148 266 8
404 40 8
334 238 17
199 336 15
237 6 13
393 224 15
375 60 5
114 480 1
169 75 15
53 352 10
2 94 3
324 126 1
131 389 19
202 179 15
180 78 18
263 459 5
136 366 2
245 80 10
210 202 1
165 279 6
144 359 10
5 166 11
56 19 8
320 244 14
238 91 19
229 103 19
232 5 7
373 377 18
263 277 12
357 70 20
364 232 4
36 429 5
37 356 20
196 279 18
407 251 20
462 215 8
428 96 11
342 322 12
270 335 9
248 163 12
3 270 10
25 479 11
115 484 1
22 497 5
166 252 9
493 336 6
210 101 19
236 421 11
209 434 5
429 31 4
245 166 6
225 398 6
439 228 2
340 171 15
124 486 16
202 317 4
394 19 13
149 261 6
484 243 8
252 134 8
478 210 6
36 259 14
265 225 1
474 488 19
487 305 13
368 157 10
464 16 6
98 269 19
186 190 18
333 353 18
251 411 11
360 37 10
437 152 11
184 445 11
369 129 12
367 246 19
65 153 20
79 7 20
189 365 13
375 13 8
304 20 14
20 229 13
98 147 3
333 381 1
174 395 2
257 328 19
225 422 7
5 108 12
453 288 1
191 60 10
245 240 17
120 490 20
31 111 16
77 282 19
484 374 2
149 248 11
342 234 16
72 435 10
203 54 4
373 29 12
167 307 18
205 191 2
401 467 3
154 94 4
71 48 2
481 81 8
286 226 18
31 311 2
317 423 13
140 357 7
364 43 15
157 138 13
16 338 20
430 482 4
10 442 16
103 218 17
231 222 11
227 206 18
67 234 2
322 307 15
62 373 8
403 33 1
357 480 14
176 13 11
10 146 20
220 267 12
384 297 14
176 364 12
323 168 3
135 488 19
250 30 18
207 497 18
44 302 6
417 75 10
427 436 7
71 3 7
40 280 10
488 352 17
193 496 2
446 499 7
297 208 11
374 321 12
196 152 17
345 55 14
217 460 4
43 389 17
87 197 10
62 357 18
358 359 12
466 99 5
50 472 13
492 58 10
111 351 12
379 171 4
57 467 17
132 314 12
58 477 5
400 7 5
293 224 8
362 445 6
223 3 5
114 134 2
430 68 11
159 197 19
189 63 20
5 402 18
260 74 16
440 321 7
214 103 2
160 304 10
426 389 4
84 111 3
296 203 16
139 193 2
255 201 13
215 368 12
392 133 17
413 213 4
443 74 5
436 456 7
254 255 20
233 131 19
227 355 17
310 395 4
154 342 2
460 241 8
374 362 11
209 214 12
463 269 7
90 268 1
214 299 4
33 9 4
145 329 4
84 272 7
68 450 18
164 372 20
202 343 15
222 182 4
398 393 18
1 331 17
81 465 20
449 470 4
357 413 7
259 160 2
461 174 13
252 39 12
213 239 14
188 5 9
421 142 17
248 86 3
112 93 10
469 409 8
107 213 5
258 368 14
394 106 6
93 18 8
325 56 10
6 394 4
476 468 12
255 30 1
498 196 10
108 364 3
48 96 2
347 327 13
408 459 12
360 154 12
483 22 19
433 178 18
443 101 20
305 70 13
266 299 13
358 493 13
423 205 9
62 42 14
346 162 10
471 183 13
279 91 20
458 81 20
119 445 4
14 319 6
424 481 8
468 68 16
316 98 1
119 86 7
422 319 5
284 259 20
361 283 1
358 306 14
278 438 4
187 276 4
0 222 12
405 318 17
192 376 10
21 282 4
71 405 1
150 130 12
445 375 13
212 161 16
169 185 15
407 100 12
350 77 20
231 34 16
490 180 4
457 225 11
113 225 3
202 96 15
482 269 19
70 182 2
391 369 18
148 283 11
471 382 14
120 306 13
247 120 16
416 47 10
343 139 6
285 269 15
273 478 14
39 36 1
395 352 15
467 148 8
416 493 18
331 103 4
391 158 13
161 353 14
438 426 7
398 48 4
319 304 10
95 274 6
142 163 12
388 358 20
14 271 5
491 217 20
64 395 11
138 448 14
452 496 9
177 62 11
257 207 13
325 158 16
354 439 5
477 23 10
282 464 2
277 190 5
28 487 13
45 120 12
186 492 18
151 230 15
130 441 16
330 42 7
100 456 13
288 49 8
80 368 13
278 99 20
221 248 14
244 41 6
399 292 16
156 245 6
374 20 7
473 117 17
16 85 20
69 169 18
210 249 1
173 190 20
139 404 14
283 95 3
311 364 8
24 58 12
196 48 8
58 340 19
231 145 9
171 4 1
293 494 5
155 227 12
489 199 4
94 133 10
171 46 7
74 458 8
197 23 19
227 195 9
397 262 16
307 352 11
476 279 19
37 383 11
99 78 16
465 447 2
396 31 9
117 145 1
131 454 11
234 179 8
142 428 7
349 83 9
216 251 1
288 114 18
57 293 15
58 22 1
66 182 1
400 67 14
246 362 7
198 337 1
281 168 3
123 474 6
101 195 16
288 340 11
437 137 1
258 298 15
337 222 13
258 455 13
363 41 4
350 465 19
355 403 18
175 418 4
439 276 8
1 132 3
83 234 2
432 256 20
74 26 11
341 468 20
326 460 9
182 318 3
476 100 10
420 57 9
53 368 7
339 51 6
360 315 15
152 235 2
334 277 5
470 97 17
449 11 7
170 385 1
416 152 16
40 281 7
486 479 19
134 364 7
432 493 1
14 168 8
397 122 1
493 364 12
350 36 9
478 188 13
295 373 5
91 483 10
415 192 18
354 135 6
38 441 17
298 294 3
200 26 11
400 270 5
25 389 11
377 42 12
322 427 9
101 45 1
136 30 15
189 466 10
124 19 14
206 213 20
293 105 19
342 28 13
382 426 6
447 150 9
422 185 13
87 373 3
472 317 7
94 229 8
74 382 7
22 5 2
223 471 2
186 164 16
266 100 3
207 260 10
496 280 2
32 407 10
397 474 10
28 294 11
228 68 2
220 452 19
86 414 5
46 381 15
390 415 11
365 18 4
406 343 18
8 365 11
34 95 14
460 44 17
277 402 14
153 21 1
414 55 11
383 57 13
273 324 5
340 493 14
42 497 12
370 436 2
254 377 2
181 297 11
139 203 11
200 91 14
386 63 10
154 64 19
157 56 12
103 101 5
328 245 3
423 120 2
178 108 14
267 257 5
191 117 3
174 68 11
191 188 18
38 116 14
480 299 11
389 347 17
161 458 15
77 355 18
451 98 17
428 394 12
127 69 8
396 12 6
489 111 14
135 259 15
392 88 10
312 273 14
327 430 1
146 196 13
11 431 16
57 149 11
426 161 13
409 453 14
247 389 20
239 299 3
471 359 14
107 118 3
428 221 14
182 336 17
22 188 18
78 257 18
161 70 2
484 15 17
169 198 16
392 277 17
342 365 11
113 37 6
355 22 9
241 134 19
198 15 10
265 447 2
340 82 17
46 246 16
463 350 3
474 134 15
272 167 1
11 433 4
461 139 5
348 191 2
50 177 3
492 107 14
388 426 12
204 163 13
61 23 17
79 199 6
95 9 9
485 497 5
100 95 14
483 197 6
312 124 14
72 409 11
297 212 18
431 23 9
53 243 8
414 219 2
355 143 13
344 84 9
150 116 1
218 390 19
492 118 5
322 55 5
334 94 5
200 127 7
368 498 4
188 373 5
35 274 2
125 194 16
326 64 19
59 4 3
221 300 8
255 418 2
424 309 6
405 435 19
115 125 19
467 486 2
455 352 11
199 456 2
456 362 9
133 426 9
468 103 9
121 91 6
33 162 4
488 497 20
346 40 20
101 60 18
192 448 17
432 178 4
492 408 15
8 326 2
106 62 17
473 396 19
51 172 9
8 402 12
446 80 7
97 8 13
439 396 1
98 44 11
413 397 1
52 386 4
67 8 9
325 273 9
423 153 7
392 449 8
299 495 8
275 179 2
310 187 10
25 136 13
291 428 14
292 476 1
382 428 8
470 286 17
217 469 4
449 61 12
57 214 15
101 213 19
476 299 18
405 394 18
33 304 13
122 60 14
241 470 11
293 302 6
142 391 3
90 237 14
409 360 9
235 301 11
394 213 11
484 396 20
77 454 9
127 124 2
428 144 11
215 294 10
267 40 14
438 419 14
89 220 15
257 292 3
1 188 8
423 277 2
383 40 10
198 159 17
483 157 11
40 379 9
277 313 8
63 371 18
144 401 8
205 445 16
78 315 7
449 130 4
395 411 12
461 302 4
343 199 5
159 324 17
417 191 4
2 477 19
255 250 1
282 324 12
412 426 20
102 220 15
115 117 17
326 475 2
380 43 2
160 71 11
154 433 3
57 466 6
496 153 7
296 479 15
53 106 5
362 288 11
299 64 16
156 297 20
425 58 1
281 422 12
209 29 18
449 258 8
464 265 16
467 464 1
381 141 12
15 202 8
129 94 17
257 215 2
213 471 12
82 304 9
351 206 17
212 464 19
53 236 10
168 96 7
96 201 3
297 66 6
205 407 8
369 272 18
282 262 9
400 210 16
358 200 1
60 298 16
191 346 10
453 345 16
497 84 16
321 2 1
207 253 15
446 245 5
192 38 6
241 145 17
294 338 18
91 361 13
187 354 17
72 309 5
384 360 17
197 134 18
321 49 20
462 406 10
93 133 12
45 64 20
210 394 9
424 104 14
252 374 2
140 464 14
209 189 1
365 44 4
172 300 14
495 423 12
427 220 15
284 218 11
267 284 12
137 426 8
134 3 9
47 70 18
344 398 9
385 476 4
6 253 2
232 416 11
190 345 3
144 31 20
76 300 9
472 295 9
292 406 20
73 265 3
407 13 2
303 168 9
275 35 5
189 201 1
21 210 20
356 216 20
88 167 1
57 41 13
55 69 13
216 345 7
50 183 8
111 322 19
449 412 15
318 431 1
19 79 10
317 240 7
244 266 16
202 448 1
60 277 1
222 296 15
440 313 12
5 92 8
18 366 1
363 234 13
67 295 14
18 394 20
89 483 18
179 92 3
482 342 11
78 56 18
189 283 9
12 10 15
433 92 11
214 81 17
356 151 13
296 90 7
450 1 17
245 348 12
214 421 20
283 318 17
428 215 11
232 41 20
228 19 10
379 99 16
222 464 1
238 444 19
194 114 19
36 270 14
114 222 9
397 363 13
64 205 15
166 76 10
297 243 14
300 337 13
426 234 5
251 220 5
189 98 1
115 154 7
236 356 8
388 351 3
348 410 4
339 256 15
306 319 10
43 244 11
173 300 5
165 413 17
418 78 3
237 289 2
253 149 10
74 359 20
322 431 2
170 231 7
108 232 14
29 469 1
77 164 14
53 217 19
423 41 13
230 118 4
420 453 16
386 253 12
67 204 9
487 376 4
224 424 20
8 392 16
83 86 14
6 448 6
258 91 9
204 486 15
159 353 14
147 129 1
272 216 14
297 326 4
144 111 15
427 37 6
436 399 6
488 268 19
50 128 20
19 489 10
269 152 19
409 127 16
1 23 5
223 232 9
302 336 16
164 324 1
335 75 16
430 143 14
356 392 12
259 346 10
302 481 20
288 75 2
325 40 7
193 177 18
457 215 6
55 61 1
388 286 15
276 287 7
469 186 18
360 152 12
394 452 2
109 60 20
181 208 6
339 271 6
44 232 15
424 74 17
97 107 19
146 203 18
393 184 9
75 349 5
340 50 5
271 345 7
236 124 13
423 134 7
293 257 4
259 275 8
47 119 13
415 209 10
375 28 9
289 238 15
400 492 13
70 321 5
400 100 14
107 216 14
472 360 1
187 139 15
69 79 8
5 324 17
225 397 20
66 287 17
352 113 12
98 376 6
441 334 14
418 120 2
362 280 16
26 170 15
107 215 1
192 306 14
473 290 2
112 311 19
2 43 11
404 78 8
417 382 1
105 402 13
183 460 7
245 143 19
97 104 11
454 341 2
495 251 18
147 285 11
163 74 15
469 312 2
373 252 6
46 351 2
235 88 8
81 352 12
337 300 3
179 189 2
79 108 8
441 204 8
191 296 3
457 268 19
379 143 1
195 297 15
392 146 8
209 419 13
188 467 1
409 391 5
43 95 2
252 124 7
475 438 1
440 0 13
177 390 14
209 23 5
437 403 16
382 128 9
148 427 5
255 310 16
303 462 15
405 222 7
395 132 14
123 31 1
191 283 11
326 467 3
10 152 2
89 18 6
159 249 4
52 120 7
351 489 6
415 219 20
326 294 19
473 30 10
152 100 7
498 127 17
493 298 7
320 92 6
215 20 5
453 369 18
293 51 16
280 335 18
169 315 3
472 432 12
371 362 14
479 27 20
34 382 20
230 351 3
50 325 9
341 443 20
8 239 1
46 94 10
264 135 16
11 328 2
50 92 20
124 496 10
227 295 13
332 44 5
482 185 10
282 456 17
66 275 20
47 326 12
332 136 13
2 158 15
18 390 18
338 455 19
300 179 2
103 255 10
357 334 18
85 340 15
73 147 8
30 450 20
244 100 10
163 140 2
204 16 13
370 416 19
421 350 20
339 268 14
402 318 9
44 0 12
488 319 10
357 444 14
99 393 19
3 177 3
397 418 7
64 434 14
203 53 10
191 124 14
267 123 15
35 240 9
297 176 8
458 342 11
378 23 11
203 96 14
383 397 10
281 425 1
341 143 17
21 278 14
22 10 17
33 406 8
316 467 6
95 162 8
326 130 11
95 479 15
346 163 5
72 360 1
281 336 4
401 484 12
420 347 3
287 7 19
300 165 5
222 9 5
34 143 7
345 40 19
277 167 2
29 199 15
412 458 14
338 74 2
56 454 16
161 335 11
319 257 13
476 160 15
243 63 2
61 369 17
452 43 10
105 197 9
176 327 17
161 20 11
65 180 16
24 110 7
327 482 15
97 98 1
425 418 2
7 375 6
366 297 14
481 49 9
360 217 5
115 104 18
70 7 11
88 253 9
168 495 7
186 445 16
383 378 5
401 452 16
73 401 6
240 315 8
49 184 19
230 23 15
260 447 8
410 348 4
171 291 17
49 112 2
0 312 9
356 244 13
77 319 11
254 114 11
269 332 7
400 351 11
462 184 13
249 467 11
364 404 18
401 299 19
31 214 15
493 58 7
290 285 2
327 17 2
389 329 10
386 148 16
433 116 17
337 31 7
197 446 6
365 51 5
265 486 17
7 481 13
45 95 19
331 320 6
199 290 12
123 50 12
94 333 17
450 7 7
432 308 3
209 290 3
368 15 15
141 100 10
23 103 6
204 267 1
170 355 6
485 338 5
79 3 7
158 58 19
296 389 1
465 180 20
292 303 4
155 247 2
461 22 18
485 27 14
332 16 19
310 59 19
334 145 18
232 468 1
342 109 20
54 331 8
199 192 18
140 106 1
8 139 20
335 420 15
425 89 13
264 145 18
427 235 1
102 409 6
355 111 20
207 425 4
476 281 14
23 143 5
116 449 10
48 317 14
348 305 8
